,0,1,2,3,4,5
0,0.22801900078135173,0.5419092254825639,0.6554649355148565,0.875661704862446,0.03269711527258412,0.03726913699694023
1,0.9930434619785066,0.7428241224301225,0.05806194218645111,0.12450957406450813,0.31856896718828465,0.007105897362251867
2,0.9862792436559202,0.8076380967979032,0.34141833976524627,0.2198790869937065,0.14565781683338064,0.799456510190422
3,0.5368259117711054,0.7914341956963142,0.7049653515047325,0.17193122543045058,0.8676463459029822,0.07544335372998912
4,0.8783505007315627,0.9685189374116064,0.9207803509086594,0.6954516372253177,0.33357050487255113,0.5447698371437407
5,0.27646830747731943,0.6232569496076371,0.9166345682842576,0.4337183994675753,0.9807529192876129,0.8697022805326106
6,0.06824742148641083,0.4950347910727102,0.6998486240913049,0.34359533934547337,0.8481486635379198,0.8684833271024532
7,0.8180902385606813,0.18542228157501373,0.07898043037587765,0.7839617823440928,0.9684088957331671,0.2609226106554642
8,0.34981060319985147,0.950982164546688,0.25383659723552376,0.8626805976817613,0.4423325819761036,0.268638447634132
9,0.3277660308848248,0.27052100582484706,0.009509949197279766,0.891131170677495,0.22189343931317163,0.6007857422893386
10,0.9473223671210138,0.10108166741740032,0.27221238803403236,0.6504848376282036,0.017927591230968654,0.447330933486244
11,0.2852378065928517,0.2968929717674271,0.6112958562115606,0.5264966089275639,0.0667286711433317,0.4356007724202289
12,0.09517275540160142,0.04412418555197506,0.1541957143659073,0.8808624334487636,0.346279711519342,0.7585581781259378
13,0.9262136625321582,0.193574919981792,0.3247528020792295,0.7274376255420395,0.00681469425611958,0.2890084778488058
14,0.0959477259392113,0.24230005524823628,0.2546455947518794,0.43871863760784735,0.22683204178148064,0.4102352411317063
15,0.8489268836334458,0.538890993332055,0.6469123962526361,0.22481995754354078,0.5244471456596101,0.829428142010784
16,0.5831984604371288,0.37881869632392196,0.19279971787661332,0.14281004728006708,0.813340360132318,0.8112482187244751
17,0.11814913981268937,0.29420648679191364,0.11642360220609638,0.7493230154791027,0.010166121280422602,0.9730961512640744
18,0.31713914047336356,0.5168162258922724,0.20156374546237532,0.42800555639160487,0.28503339986645526,0.14559541411321741
19,0.1856589852411369,0.08493224169402258,0.9755796881032474,0.06426027919131516,0.35317217710048365,0.00496219889239613
20,0.5121496581844255,0.03796806219678195,0.8375294939743735,0.0873989238721582,0.7595006093647154,0.4523182323261672
21,0.43659921219137865,0.4397875286381854,0.9785997920184641,0.4097411640263323,0.18641440411038235,0.543307572738119
22,0.09965734593347841,0.7688561026747055,0.7778297706769267,0.24689652293582587,0.33661079703090946,0.2720299860283605
23,0.35479686228881846,0.9755546179791647,0.15543473353805637,0.9338166958839911,0.17312403758337747,0.03324930759667277
24,0.22608915833627874,0.5923860849765799,0.24512936496910864,0.2604324344705584,0.8215156306744086,0.6320618715403987
25,0.45218136718604696,0.6344067461223072,0.3459264740646404,0.2249534925519664,0.08824618201144718,0.22140964085399117
26,0.8795088403456289,0.9473402103863012,0.8296997001741444,0.5473567138545232,0.032581796012002395,0.22671276798850082
27,0.8103086696674221,0.8153829935552417,0.6975839835351504,0.10257960186074344,0.7915677966561124,0.2818915761376648
28,0.035645337751213146,0.8435351978795844,0.3690843609075207,0.8274905467239784,0.1162928289691969,0.21642300857672891
29,0.9735778957283261,0.04686162983580344,0.17970969472050446,0.919754305762635,0.8640553623269233,0.5572347200600172
30,0.5507869283052037,0.05550582723379238,0.9669465787118855,0.023129496776821967,0.5481988383208081,0.45126473875533457
31,0.25007276076998974,0.023318429692081644,0.30013161750894224,0.63195008587823,0.1851997347397023,0.3389951655705601
32,0.055525418678516125,0.4076957793501792,0.49352001198957685,0.35328024374043365,0.748300414082911,0.21063841816226891
33,0.43611408335375523,0.8620857977737685,0.5201194915312815,0.7122862040464688,0.8586287500956256,0.8741556317600053
34,0.49937242849292796,0.5214603848619315,0.4532728847947488,0.7344443098041205,0.6757494539926086,0.33349827706685586
35,0.29501362124936303,0.8377304913735019,0.34990468526089535,0.3037519681814348,0.4310113420051691,0.42627003080828774
36,0.39706772055072415,0.6222703902652132,0.6388966349886086,0.5489218525873548,0.16955311064491763,0.8059170696670238
37,0.7563034944869077,0.40226090508087886,0.9090998547813881,0.8602148664637193,0.32783570695791586,0.9866372654430391
38,0.7577667571511963,0.7393987412864879,0.17727483056952842,0.27990114996320714,0.9985313260803094,0.6986684997419257
39,0.11507774880708743,0.5403127123160952,0.7896567057492693,0.577926048702153,0.2708229649993845,0.9891076497870461
40,0.0027010670990702534,0.7852726718559078,0.07468812403681857,0.5474010603623498,0.6034678321741523,0.49435352428836765
41,0.6784873646140379,0.18368355561914806,0.969187473689536,0.9572355163757188,0.19347385710813625,0.15081066759881445
42,0.19462863999326285,0.9646921315743682,0.6910915821305053,0.9931515499165074,0.06188957587326571,0.2956305980414101
43,0.3565352286682876,0.39618792546148685,0.8444704241297569,0.8048409796139028,0.7708845758453063,0.7386733690881608
44,0.0751975035027902,0.4108602476859766,0.22956748482307754,0.265908579140003,0.027642828902662675,0.1458510217121637
45,0.0026576111328365792,0.7330431053998908,0.5359083528481391,0.5154927007628515,0.7605696302875526,0.6391202946361497
46,0.553601473334956,0.37288505722917575,0.2607854338558079,0.7155117023153699,0.9105076879403042,0.6859004964657212
47,0.19824300940682282,0.11545667598810438,0.10399628287225093,0.4748010906820891,0.2202543100332739,0.2757053799487542
48,0.7665108401464144,0.6309232603913622,0.5922384849294516,0.4476870652752142,0.5436837222678341,0.0458802843357069
49,0.9062883101888171,0.1298772625129173,0.020286139240664247,0.4625798051285407,0.8199227752511137,0.05750689607645809
